Número da Compra;Número do Item;Descrição;Descrição Detalhada;Início da Vigência;Fim da Vigência;Unidade;Qtd. Autorizada;Fornecedor;Val. Unitário;Qtd. Saldo;Marca;Tipo de Compra;Número do Pregão;Ano do Pregão;UASG;Objeto;Unidade de Fornecimento
160224-90005/2024;25;444574 - Equipamentos diversos para serviços profissionais;Equipamentos Diversos Para Serviços Profissionais Tipo: Testador Bateria , Voltagem: 2 A 100 V, Características Adicionais 1: Pontas De Prova;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;2574.0;3;VBE SOC M578;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
160224-90005/2024;26;610065 - Peça Mecânica/Elétrica - Veículo Automotivo;Peça Mecânica/Elétrica - Veículo Automotivo Tipo 7: Marcador De Giro , Uso 2: Adaptador Da Velocidade  De Condução , Aplicação 1: Vbco Ap M109 A3/A5 , Referência 16: 2520-00-912-4368;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;2376.0;3;VBE SOC M578;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
160224-90005/2024;27;618947 - Instrumento de motor de veiculo;Tipo: Relógio Marcador, Uso: Pressao Do Oleo, Aplicação: Vbe Soc M578, Referência Fabricante: Pn Ms24541-2  Nsn 6620-00-938-8212,;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;1965.15;3;VBE SOC M578;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
160224-90005/2024;28;618948 - Instrumento De Motor De Veiculo;Tipo: Relógio Marcador, Uso: Temperatura Do Óleo, Aplicação: Vbe Soc M578, Referência Fabricante: Pn Ms24542-2,Nsn 6685-00-936-2138,;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;2264.13;3;VBE SOC M578;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
160224-90005/2024;29;618949 - Instrumento de motor de veiculo;Tipo: Relógio Marcador, Uso: Temperatura Do Liquído De Arrefecimento, Aplicação: Vbe Soc M578, Referência Fabricante: Pn Ms24543-2, Nsn 6685-00-936-2139,;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;1986.6;3;VBE SOC M578;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
160224-90005/2024;30;618950 - Instrumento De Motor De Veiculo;Tipo: Relógio Marcador, Uso: Nível De Combustível, Aplicação: Vbe Soc M578, Referência Fabricante: Referência Pn Ms24544-2, Nsn 6680-00-933-3600,,;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;1826.55;3;VBE SOC M578;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
160224-90005/2024;31;618789 - Sensor Automotivo;Tipo: Pressão Do Óleo, Tipo Uso: Motor, Aplicação: Viatura Blindada M578, Referência: Nsn 6620-00-993-5546,;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;1914.66;3;VBE SOC M578;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
160224-90005/2024;32;610411 - Peça Mecânica/Elétrica - Veículo Automotivo;Tipo 7: Interruptor De Pressão, Aplicação 1: Vbco Ap M109 A3/A5, Referência 16: Nsn 5930-00-944-1660, P/N Ms90530-1,;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;1718.64;3;VBE SOC M578;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
160224-90005/2024;33;231729 - Sensor automotivo;Sensor Automotivo Tipo: Interruptor Termostático , Tipo Uso: Temperatura Radiador , Aplicação: Sistema De Arrefecimento, Veículo Volkswagen, , Componentes: Sensor E Fios Com Terminais , Tipo Encaixe Sensor: Com Rosca , Tipo Encaixe_Fio: Por Pressão, Com Sistema De Macho E Fêmea;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;1414.71;3;VBE SOC M578;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
160224-90005/2024;34;618952 - Instrumento de motor de veiculo;Tipo: Relógio Marcador, Uso: Temperatura Do Liquído De Arrefecimento, Aplicação: Vbe Soc M578, Referência Fabricante: Pn M12285/1-4, Nsn 5930-01-143-6762,;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;3346.2;3;VBE SOC M578;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
160224-90005/2024;35;618790 - Sensor Automotivo;Tipo: Sensor De Temperatura, Tipo Uso: Óleo Da Transmissão, Aplicação: Viatura Blindada M578, Referência: Nsn 6685-00-814-5271,;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;1400.18;3;VBE SOC M578;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
160224-90005/2024;36;618953 - Instrumento de motor de veiculo;Tipo: Relógio Marcador, Uso: Pressão Do Óleo Da Transmissão, Aplicação: Vbe Soc M578, Referência Fabricante: Pn M12285/1-9,Nsn 5930-00-688-9881,;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;1118.7;3;VBE SOC M578;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
160224-90005/2024;37;618788 - Sensor Automotivo;Tipo: Pressão Do Óleo, Tipo Uso: Transmissão, Aplicação: Viatura Blindada M578, Referência: Nsn 6620-00-8146-770,;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;1678.05;3;VBE SOC M578;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
160224-90005/2024;38;618787 - Peça Mecânica/Elétrica - Veículo Automotivo;Tipo.6: Interruptor De Neutro, Aplicação 1: Viatura Blindada M578, Referência 19: Nsn 5930-00-730-6623,;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;11781.0;3;VBE SOC M578;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
160224-90005/2024;39;472024 - Acessório carro blindado;Acessório Carro Blindado Tipo: Almofada Removível , Características Adicionais: Porcas Autotravantes , Referência: Pn: 87122893;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;293;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;8297.67;293;VBE SOC M578;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
160224-90005/2024;40;618786 - Peça Mecânica/Elétrica - Veículo Automotivo;Tipo: Pino, Uso 3: Patim Da Lagarta, Aplicação 1: Viatura Blindada M578, Referência 19: Nsn 2030-00-733-8153,;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;227;55.118.103/0001-42 - ENGEMAQ COMPONENTES PARA TRATORES LTDA;737.55;227;RD;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
160224-90005/2024;41;618785 - Peça Mecânica/Elétrica - Veículo Automotivo;Tipo 3: Porca, Uso 3: Pino Do Patim Da Lagarta, Aplicação 1: Viatura Blindada M578, Referência 19: Nsn 5310-00-854-6481,;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;604;77.711.893/0001-08 - COMLIDER INDUSTRIA E COMERCIO DE VEDACOES LTDA;44.55;604;PORCA DO PINO DO PAT;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
160224-90005/2024;42;619592 - Peça mecânica/elétrica - veículo automotivo;Tipo 9: Selo, Uso 3: Diferencial Do Sistema De Transmissão, Aplicação 1: Viatura Blindada M578, Referência 19: Nsn: 5330-00-159-9642,;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;1405.8;3;VBE SOC M578;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
160224-90005/2024;43;619591 - Peça Mecânica/Elétrica - Veículo Automotivo;Tipo 9: Selo, Uso 3: Diferencial Do Sistema De Transmissão, Aplicação 1: Viatura Blindada M578, Referência 19: Nsn: 5330-00-935-9225,;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;1623.6;3;VBE SOC M578;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
160224-90005/2024;44;618828 - Rolamento;Aplicação: Viatura Blindada M578, Referência 1: Nsn: 3110-00-100-5285,;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;593.33;3;VBE SOC M578;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
160224-90005/2024;45;618827 - Rolamento;Aplicação: Viatura Blindada M578, Referência 1: Nsn 3110-00-100-5344,;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;990.0;3;VBE SOC M578;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
160224-90005/2024;46;618826 - Engrenagem automotiva;Tipo: Engrenagem Do Eixo De Acionamento, Aplicação: Viatura Blindada M578, Referência Fabricante: Nsn: 3110-00-100-3556, Uso: Embreagem,;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;598.82;3;VBE SOC M578;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
160224-90005/2024;47;618821 - Capa De Rolamento;Material: Aço, Aplicação: Viatura Blindada M578, Referência Fabricante: Nsn: 3110-00-100-0560,;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;599.75;3;VBE SOC M578;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
160224-90005/2024;48;389989 - Detergente;Detergente Composição: Ácido Sulfônico/Ácido Fluorídico/Ácido Sulfúrico/ , Aroma: Inodoro , Aspecto Físico: Líquido;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;750;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;50.2;750;DETERGENTE ÁCIDO VAL;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Embalagem 5,00 L
160224-90005/2024;49;617033 - Óleo Lubrificante;Óleo Lubrificante Uso: Sistema Hidraulico , Tipo: Iso 46 , Classificação: Multiuso , Viscosidade: Astm D-2270: 140;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;55.118.103/0001-42 - ENGEMAQ COMPONENTES PARA TRATORES LTDA;4440.0;3;PETRONAS;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Tambor 200,00 L
160224-90005/2024;50;472024 - Acessório carro blindado;Acessório Carro Blindado Tipo: Almofada Removível , Características Adicionais: Porcas Autotravantes , Referência: Pn: 87122893;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;9;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;8297.67;9;VBE SOC M578;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
160224-90005/2024;51;618786 - Peça Mecânica/Elétrica - Veículo Automotivo;Peça Mecânica/Elétrica - Veículo Automotivo Tipo: Pino , Uso 3: Patim Da Lagarta , Aplicação 1: Viatura Blindada M578 , Referência 19: Nsn 2030-00-733-8153;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;75;55.118.103/0001-42 - ENGEMAQ COMPONENTES PARA TRATORES LTDA;798.93;75;RD;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Unidade
160224-90005/2024;52;389989 - Detergente;Detergente Composição: Ácido Sulfônico/Ácido Fluorídico/Ácido Sulfúrico/ , Aroma: Inodoro , Aspecto Físico: Líquido;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;250;07.758.095/0001-56 - GTF COMERCIO DE PECAS E SERVICOS LTDA;50.58;250;DETERGENTE ÁCIDO VAL;Pregão Eletrônico;90005;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de peças, insumos e componentes necessários à manutenção em 3º Escalão e/ou revitalização das Viaturas Blindadas Especiais (VBE Soc M578);Embalagem 5,00 L
160224-90012/2024;1;483834 - Abafador ruído auricular;Abafador Ruído Auricular Material: Polietileno , Formato: Concha , Características Adicionais: Nível De Redução Ruído Igual Ou Superior A 21 Db.;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;60;53.763.552/0001-18 - BARAOSEG LTDA;32.97;60;CA 27412;Pregão Eletrônico;90012;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de Equipamento de Proteção Individual, para atendimento às demandas do Parque Regional de Manutenção/5 bem como as do Centro de Acompanhamento de Licitações e Contratos, CCALC, da cidade de Curitiba.;Unidade
160224-90012/2024;2;233469 - Óculos de proteção individual;Óculos De Proteção Individual Material Armação: Policarbonato , Material Lente: Policarbonato , Tipo Lente: Antiembassante E Antichama , Modelo Lentes: Acopláveis Ao Rosto , Características Adicionais: Com Cordão Elástico Para Fixação Na Cabeça;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;85;14.566.765/0001-06 - CRH EQUIPAMENTOS DE SEGURANCA LTDA;4.6;85;OCULOS RIO JANEIRO C;Pregão Eletrônico;90012;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de Equipamento de Proteção Individual, para atendimento às demandas do Parque Regional de Manutenção/5 bem como as do Centro de Acompanhamento de Licitações e Contratos, CCALC, da cidade de Curitiba.;Unidade
160224-90012/2024;3;451548 - Luva segurança;Luva Segurança Material: 100% Borracha Nitrílica , Tamanho: M , Aplicação: Equipamento De Proteção Individual (E.P.I.) , Forma: Anatômica , Modelo: Bainha Proteção Punho, Sem Talco Ou Amido , Cor: Preta , Tipo: Descartável;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;60;37.024.362/0001-22 - SEP LIFE EQUIPAMENTOS DE PROTECAO LTDA;4.22;60;LUVA NITRIL WAVE SM;Pregão Eletrônico;90012;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de Equipamento de Proteção Individual, para atendimento às demandas do Parque Regional de Manutenção/5 bem como as do Centro de Acompanhamento de Licitações e Contratos, CCALC, da cidade de Curitiba.;Par
160224-90012/2024;4;618553 - Avental;Avental Material: Nylon , Tipo: Impermeável , Características Adicionais: Emborrachado, Com Ca , Aplicação: Proteção Química , Tamanho: M;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;5;43.058.709/0001-50 - PARANASEG EQUIPAMENTOS E SUPRIMENTOS INDUSTRIAIS LTDA;29.994;5;CA-42326;Pregão Eletrônico;90012;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de Equipamento de Proteção Individual, para atendimento às demandas do Parque Regional de Manutenção/5 bem como as do Centro de Acompanhamento de Licitações e Contratos, CCALC, da cidade de Curitiba.;Unidade
160224-90012/2024;5;618552 - Luva pvc;Luva Pvc Tamanho: Médio , Tamanho Punho: Cano Longo , Características Adicionais: Com Ca , Tipo Uso: Proteção Química;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;5;53.763.552/0001-18 - BARAOSEG LTDA;14.32;5;CA 46837;Pregão Eletrônico;90012;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de Equipamento de Proteção Individual, para atendimento às demandas do Parque Regional de Manutenção/5 bem como as do Centro de Acompanhamento de Licitações e Contratos, CCALC, da cidade de Curitiba.;Par
160224-90012/2024;6;459721 - Botina segurança;Botina Segurança Material: Vaqueta Curtida Ao Cromo , Material Sola: Pu , Modelo: Sem Cadarço, Elástico Nas Laterais , Tipo Sola: Antiderrapante , Características Adicionais: Biqueira De Aço, Palmilha Antimicrobiana , Tamanho: Sob Medida , Cor: Preta;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;51.329.770/0001-13 - 51.329.770 ELIZETE MARIA MOREIRA;46.0746;3;Botina com bico ACO;Pregão Eletrônico;90012;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de Equipamento de Proteção Individual, para atendimento às demandas do Parque Regional de Manutenção/5 bem como as do Centro de Acompanhamento de Licitações e Contratos, CCALC, da cidade de Curitiba.;Par
160224-90012/2024;7;459721 - Botina segurança;Botina Segurança Material: Vaqueta Curtida Ao Cromo , Material Sola: Pu , Modelo: Sem Cadarço, Elástico Nas Laterais , Tipo Sola: Antiderrapante , Características Adicionais: Biqueira De Aço, Palmilha Antimicrobiana , Tamanho: Sob Medida , Cor: Preta;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;2;51.329.770/0001-13 - 51.329.770 ELIZETE MARIA MOREIRA;46.0746;2;Botina com bico ACO;Pregão Eletrônico;90012;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de Equipamento de Proteção Individual, para atendimento às demandas do Parque Regional de Manutenção/5 bem como as do Centro de Acompanhamento de Licitações e Contratos, CCALC, da cidade de Curitiba.;Par
160224-90012/2024;8;459721 - Botina segurança;Botina Segurança Material: Vaqueta Curtida Ao Cromo , Material Sola: Pu , Modelo: Sem Cadarço, Elástico Nas Laterais , Tipo Sola: Antiderrapante , Características Adicionais: Biqueira De Aço, Palmilha Antimicrobiana , Tamanho: Sob Medida , Cor: Preta;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;9;51.329.770/0001-13 - 51.329.770 ELIZETE MARIA MOREIRA;41.58;9;Botina com bico ACO;Pregão Eletrônico;90012;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de Equipamento de Proteção Individual, para atendimento às demandas do Parque Regional de Manutenção/5 bem como as do Centro de Acompanhamento de Licitações e Contratos, CCALC, da cidade de Curitiba.;Par
160224-90012/2024;9;459721 - Botina segurança;Botina Segurança Material: Vaqueta Curtida Ao Cromo , Material Sola: Pu , Modelo: Sem Cadarço, Elástico Nas Laterais , Tipo Sola: Antiderrapante , Características Adicionais: Biqueira De Aço, Palmilha Antimicrobiana , Tamanho: Sob Medida , Cor: Preta;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;8;51.329.770/0001-13 - 51.329.770 ELIZETE MARIA MOREIRA;41.58;8;Botina com bico ACO;Pregão Eletrônico;90012;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de Equipamento de Proteção Individual, para atendimento às demandas do Parque Regional de Manutenção/5 bem como as do Centro de Acompanhamento de Licitações e Contratos, CCALC, da cidade de Curitiba.;Par
160224-90012/2024;10;459721 - Botina segurança;Botina Segurança Material: Vaqueta Curtida Ao Cromo , Material Sola: Pu , Modelo: Sem Cadarço, Elástico Nas Laterais , Tipo Sola: Antiderrapante , Características Adicionais: Biqueira De Aço, Palmilha Antimicrobiana , Tamanho: Sob Medida , Cor: Preta;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;3;51.329.770/0001-13 - 51.329.770 ELIZETE MARIA MOREIRA;41.58;3;Botina com bico ACO;Pregão Eletrônico;90012;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de Equipamento de Proteção Individual, para atendimento às demandas do Parque Regional de Manutenção/5 bem como as do Centro de Acompanhamento de Licitações e Contratos, CCALC, da cidade de Curitiba.;Par
160224-90012/2024;11;459721 - Botina segurança;Botina Segurança Material: Vaqueta Curtida Ao Cromo , Material Sola: Pu , Modelo: Sem Cadarço, Elástico Nas Laterais , Tipo Sola: Antiderrapante , Características Adicionais: Biqueira De Aço, Palmilha Antimicrobiana , Tamanho: Sob Medida , Cor: Preta;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;1;51.329.770/0001-13 - 51.329.770 ELIZETE MARIA MOREIRA;41.58;1;Botina com bico ACO;Pregão Eletrônico;90012;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de Equipamento de Proteção Individual, para atendimento às demandas do Parque Regional de Manutenção/5 bem como as do Centro de Acompanhamento de Licitações e Contratos, CCALC, da cidade de Curitiba.;Par
160224-90012/2024;12;252530 - Cinto segurança;Cinto Segurança Material: Nylon , Uso: Paraquedista , Revestimento Interno: Almofada , Características Adicionais: Com Suspensório Regulagem Pernas E Cabo De Espia;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;2;37.024.362/0001-22 - SEP LIFE EQUIPAMENTOS DE PROTECAO LTDA;107.45;2;CINTURAO PARAQ. 3 P;Pregão Eletrônico;90012;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de Equipamento de Proteção Individual, para atendimento às demandas do Parque Regional de Manutenção/5 bem como as do Centro de Acompanhamento de Licitações e Contratos, CCALC, da cidade de Curitiba.;Unidade
160224-90012/2024;13;312070 - Talabarte de salvamento e seguranca;Talabarte De Salvamento E Seguranca Material: Sintético Em Cadaraço Tubular , Aplicação: Armamento Tipo Mosquetão , Modelo: Y , Comprimento: 1.600 MM, Largura: 35 MM, Componentes: 2 Ganchos Alumínio Com Abertura E Travas Duplas , Características Adicionais: C.A Impresso Local Visível E Legível,Absorvedor De;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;2;14.183.614/0001-60 - SAFE - SUPPLY & IT SUPRIMENTOS LTDA;139.78;2;TALABARTE - DG 8010;Pregão Eletrônico;90012;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de Equipamento de Proteção Individual, para atendimento às demandas do Parque Regional de Manutenção/5 bem como as do Centro de Acompanhamento de Licitações e Contratos, CCALC, da cidade de Curitiba.;Unidade
160224-90012/2024;14;315706 - Capacete segurança;Capacete Segurança Material: Plástico , Cor: Azul , Aplicação: Tratamento Fitossanitário , Características Adicionais: Completo, Com Carneira E Jugular;;;160224 - PARQUE REGIONAL DE MANUTENCAO/5;2;43.058.709/0001-50 - PARANASEG EQUIPAMENTOS E SUPRIMENTOS INDUSTRIAIS LTDA;10.65;2;CA-31469;Pregão Eletrônico;90012;2024;160224 - PARQUE REGIONAL DE MANUTENCAO/5;Aquisição de Equipamento de Proteção Individual, para atendimento às demandas do Parque Regional de Manutenção/5 bem como as do Centro de Acompanhamento de Licitações e Contratos, CCALC, da cidade de Curitiba.;Unidade
